metric_id,project_id,metric_name,metric_value,recorded_date
MET001517,PROJ000112,Net Promoter Score,58.43,2024-10-18
MET001518,PROJ000215,Net Promoter Score,41.04,2024-08-13
MET001519,PROJ000035,Net Promoter Score,56.25,2025-11-19
MET001520,PROJ000151,Sprint Velocity,71.0,2026-06-08
MET001521,PROJ000069,Bug Resolution Rate,25.48,2024-12-18
MET001522,PROJ000002,Average Response Time,30.28,2025-04-16
MET001523,PROJ000232,Deployment Frequency,5.26,2025-12-12
MET001524,PROJ000153,Monthly Active Users,22.08,2024-10-06
MET001525,PROJ000179,Feature Adoption,80.03,2024-11-05
MET001526,PROJ000249,Feature Completion,93.11,2024-12-26
MET001527,PROJ000168,Sprint Velocity,89.03,2024-11-09
MET001528,PROJ000040,Customer Satisfaction,69.91,2025-09-17
MET001529,PROJ000019,Deployment Frequency,28.43,2026-05-27
MET001530,PROJ000225,Deployment Frequency,19.93,2025-10-04
MET001531,PROJ000121,Feature Completion,89.46,2025-04-26
MET001532,PROJ000245,Retention Rate,50.66,2024-11-06
MET001533,PROJ000178,Sprint Velocity,69.66,2025-07-31
MET001534,PROJ000018,Retention Rate,91.0,2025-10-27
MET001535,PROJ000162,Bug Resolution Rate,92.36,2024-10-28
MET001536,PROJ000194,Retention Rate,65.56,2025-09-14
MET001537,PROJ000177,Bug Resolution Rate,66.56,2025-06-01
MET001538,PROJ000226,Deployment Frequency,7.52,2026-03-09
MET001539,PROJ000004,Average Response Time,1.48,2026-07-19
MET001540,PROJ000053,Retention Rate,73.79,2025-04-02
MET001541,PROJ000037,Sprint Velocity,22.48,2025-05-14
MET001542,PROJ000202,Customer Satisfaction,2.23,2025-06-09
MET001543,PROJ000148,Feature Completion,22.36,2026-05-07
MET001544,PROJ000187,Feature Adoption,92.44,2024-09-07
MET001545,PROJ000087,Average Response Time,57.15,2025-03-28
MET001546,PROJ000065,Bug Resolution Rate,14.14,2026-04-27
MET001547,PROJ000216,Customer Satisfaction,29.78,2025-10-05
MET001548,PROJ000132,Bug Resolution Rate,44.98,2026-03-31
MET001549,PROJ000015,Retention Rate,16.08,2025-03-27
MET001550,PROJ000004,Feature Adoption,24.74,2024-12-24
MET001551,PROJ000028,Retention Rate,15.94,2025-08-21
MET001552,PROJ000052,Deployment Frequency,71.51,2025-06-29
MET001553,PROJ000180,Bug Resolution Rate,61.75,2025-09-17
MET001554,PROJ000014,Feature Completion,84.53,2025-07-16
MET001555,PROJ000168,Bug Resolution Rate,13.22,2026-01-08
MET001556,PROJ000118,Retention Rate,80.89,2025-01-06
MET001557,PROJ000225,Average Response Time,4.77,2025-02-03
MET001558,PROJ000219,Bug Resolution Rate,49.95,2025-08-20
MET001559,PROJ000076,Sprint Velocity,45.06,2024-08-01
MET001560,PROJ000103,Bug Resolution Rate,29.1,2025-01-31
MET001561,PROJ000137,Sprint Velocity,50.12,2025-10-04
MET001562,PROJ000185,Bug Resolution Rate,55.63,2026-05-17
MET001563,PROJ000148,Monthly Active Users,5.76,2024-12-12
MET001564,PROJ000023,Deployment Frequency,38.44,2025-07-15
MET001565,PROJ000002,Average Response Time,16.29,2024-12-28
MET001566,PROJ000085,Feature Completion,29.17,2025-06-05
MET001567,PROJ000247,Sprint Velocity,76.28,2025-05-07
MET001568,PROJ000048,Customer Satisfaction,80.98,2024-12-30
MET001569,PROJ000150,Feature Adoption,42.05,2024-09-02
MET001570,PROJ000073,Feature Adoption,97.6,2025-07-20
MET001571,PROJ000055,Feature Completion,80.58,2025-12-28
MET001572,PROJ000046,Feature Adoption,81.96,2025-09-04
MET001573,PROJ000005,Average Response Time,31.14,2026-04-08
MET001574,PROJ000205,Feature Adoption,29.82,2025-01-03
MET001575,PROJ000153,Feature Completion,46.53,2026-01-31
MET001576,PROJ000238,Customer Satisfaction,51.14,2024-12-24
MET001577,PROJ000021,Bug Resolution Rate,91.76,2024-12-20
MET001578,PROJ000101,Customer Satisfaction,45.59,2025-08-02
MET001579,PROJ000240,Retention Rate,27.14,2024-10-14
MET001580,PROJ000091,Feature Completion,88.3,2026-07-12
MET001581,PROJ000064,Monthly Active Users,76.2,2025-01-17
MET001582,PROJ000156,Deployment Frequency,70.23,2024-09-19
MET001583,PROJ000013,Net Promoter Score,2.45,2026-05-10
MET001584,PROJ000192,Deployment Frequency,14.15,2024-08-05
MET001585,PROJ000192,Monthly Active Users,74.72,2026-03-12
MET001586,PROJ000088,Sprint Velocity,29.84,2025-02-26
MET001587,PROJ000228,Feature Adoption,11.26,2026-01-08
MET001588,PROJ000080,Deployment Frequency,17.79,2026-04-12
MET001589,PROJ000005,Deployment Frequency,51.13,2026-03-24
MET001590,PROJ000149,Monthly Active Users,56.31,2024-10-22
MET001591,PROJ000120,Average Response Time,69.2,2024-12-29
MET001592,PROJ000037,Bug Resolution Rate,42.93,2024-09-12
MET001593,PROJ000080,Retention Rate,29.47,2024-09-16
MET001594,PROJ000188,Net Promoter Score,74.3,2026-01-08
MET001595,PROJ000060,Monthly Active Users,94.0,2025-11-16
MET001596,PROJ000194,Sprint Velocity,97.91,2026-02-18
MET001597,PROJ000182,Average Response Time,29.1,2024-09-14
MET001598,PROJ000121,Retention Rate,40.83,2025-11-07
MET001599,PROJ000055,Net Promoter Score,23.51,2026-05-19
MET001600,PROJ000064,Average Response Time,7.0,2025-09-13
MET001601,PROJ000144,Monthly Active Users,86.92,2026-02-07
MET001602,PROJ000016,Monthly Active Users,58.35,2024-10-01
MET001603,PROJ000233,Net Promoter Score,15.04,2025-05-16
MET001604,PROJ000106,Bug Resolution Rate,46.65,2024-09-09
MET001605,PROJ000064,Monthly Active Users,98.16,2026-01-05
MET001606,PROJ000234,Monthly Active Users,80.92,2025-09-13
MET001607,PROJ000246,Bug Resolution Rate,64.1,2025-12-06
MET001608,PROJ000208,Feature Completion,82.86,2025-12-20
MET001609,PROJ000238,Retention Rate,38.65,2026-01-20
MET001610,PROJ000024,Monthly Active Users,22.06,2024-10-30
MET001611,PROJ000239,Sprint Velocity,9.53,2024-12-30
MET001612,PROJ000128,Average Response Time,50.85,2026-06-09
MET001613,PROJ000083,Monthly Active Users,36.07,2025-10-14
MET001614,PROJ000087,Monthly Active Users,51.12,2025-05-16
MET001615,PROJ000004,Monthly Active Users,41.56,2024-08-10
MET001616,PROJ000118,Average Response Time,26.77,2025-08-12
MET001617,PROJ000049,Bug Resolution Rate,80.47,2026-02-26
MET001618,PROJ000215,Monthly Active Users,87.33,2026-01-24
MET001619,PROJ000028,Average Response Time,81.58,2026-01-23
MET001620,PROJ000027,Bug Resolution Rate,57.36,2025-10-16
MET001621,PROJ000216,Bug Resolution Rate,31.45,2025-01-17
MET001622,PROJ000048,Feature Completion,22.33,2024-09-11
MET001623,PROJ000050,Feature Adoption,63.45,2025-05-25
MET001624,PROJ000111,Feature Completion,78.79,2024-12-07
MET001625,PROJ000219,Sprint Velocity,94.04,2025-11-01
MET001626,PROJ000156,Bug Resolution Rate,92.62,2024-07-26
MET001627,PROJ000222,Feature Adoption,58.14,2026-06-20
MET001628,PROJ000039,Feature Completion,71.55,2026-03-13
MET001629,PROJ000237,Monthly Active Users,9.97,2024-12-06
MET001630,PROJ000029,Customer Satisfaction,1.84,2025-03-05
MET001631,PROJ000086,Retention Rate,55.97,2026-04-01
MET001632,PROJ000161,Retention Rate,71.07,2025-01-10
MET001633,PROJ000245,Sprint Velocity,52.35,2024-09-07
MET001634,PROJ000109,Net Promoter Score,91.58,2025-06-13
MET001635,PROJ000014,Net Promoter Score,79.03,2026-03-17
MET001636,PROJ000119,Customer Satisfaction,39.97,2025-10-31
MET001637,PROJ000098,Deployment Frequency,61.13,2026-02-26
MET001638,PROJ000160,Net Promoter Score,45.34,2025-01-22
MET001639,PROJ000102,Monthly Active Users,32.13,2025-04-17
MET001640,PROJ000207,Average Response Time,10.42,2025-06-28
MET001641,PROJ000180,Retention Rate,10.12,2025-08-09
MET001642,PROJ000243,Retention Rate,78.41,2026-05-30
MET001643,PROJ000102,Sprint Velocity,46.0,2025-12-07
MET001644,PROJ000072,Customer Satisfaction,36.94,2025-06-27
MET001645,PROJ000009,Monthly Active Users,87.74,2025-09-23
MET001646,PROJ000048,Net Promoter Score,79.72,2025-10-01
MET001647,PROJ000193,Net Promoter Score,47.25,2025-10-05
MET001648,PROJ000057,Retention Rate,1.26,2024-07-28
MET001649,PROJ000112,Bug Resolution Rate,62.07,2024-11-26
MET001650,PROJ000019,Monthly Active Users,66.7,2025-11-06
MET001651,PROJ000205,Feature Completion,23.6,2025-08-17
MET001652,PROJ000017,Average Response Time,84.34,2025-03-21
MET001653,PROJ000218,Sprint Velocity,28.83,2025-10-03
MET001654,PROJ000241,Customer Satisfaction,38.86,2025-09-12
MET001655,PROJ000097,Average Response Time,58.64,2025-07-03
MET001656,PROJ000191,Retention Rate,69.41,2026-04-02
MET001657,PROJ000137,Retention Rate,38.67,2025-05-10
MET001658,PROJ000242,Bug Resolution Rate,3.84,2026-04-25
MET001659,PROJ000212,Bug Resolution Rate,52.79,2025-02-13
MET001660,PROJ000182,Net Promoter Score,82.51,2024-08-09
MET001661,PROJ000057,Retention Rate,99.71,2026-04-14
MET001662,PROJ000066,Deployment Frequency,67.56,2025-12-15
MET001663,PROJ000198,Average Response Time,0.27,2026-03-18
MET001664,PROJ000062,Retention Rate,42.02,2026-05-22
MET001665,PROJ000177,Feature Completion,35.47,2025-06-16
MET001666,PROJ000086,Sprint Velocity,94.76,2025-04-22
MET001667,PROJ000124,Sprint Velocity,47.1,2025-05-21
MET001668,PROJ000040,Retention Rate,92.87,2025-06-26
MET001669,PROJ000079,Sprint Velocity,40.29,2025-11-02
MET001670,PROJ000160,Monthly Active Users,16.03,2024-07-25
MET001671,PROJ000148,Monthly Active Users,66.22,2026-05-23
MET001672,PROJ000206,Feature Adoption,53.63,2026-05-30
MET001673,PROJ000214,Customer Satisfaction,62.27,2025-07-24
MET001674,PROJ000076,Customer Satisfaction,34.52,2025-12-17
MET001675,PROJ000064,Deployment Frequency,92.35,2024-10-30
MET001676,PROJ000137,Average Response Time,29.4,2024-11-04
MET001677,PROJ000050,Net Promoter Score,83.93,2026-03-27
MET001678,PROJ000004,Bug Resolution Rate,20.48,2025-09-04
MET001679,PROJ000091,Deployment Frequency,88.91,2025-05-29
MET001680,PROJ000208,Retention Rate,45.74,2025-07-22
MET001681,PROJ000171,Feature Completion,57.29,2026-04-01
MET001682,PROJ000121,Bug Resolution Rate,64.4,2026-04-16
MET001683,PROJ000233,Monthly Active Users,14.53,2026-02-19
MET001684,PROJ000038,Sprint Velocity,57.54,2026-06-16
MET001685,PROJ000177,Feature Completion,10.69,2025-04-02
MET001686,PROJ000007,Feature Adoption,21.84,2025-11-21
MET001687,PROJ000220,Customer Satisfaction,97.65,2024-07-22
MET001688,PROJ000091,Feature Completion,35.41,2026-04-16
MET001689,PROJ000210,Monthly Active Users,70.92,2024-07-28
MET001690,PROJ000077,Feature Completion,7.17,2025-05-10
MET001691,PROJ000240,Bug Resolution Rate,83.25,2025-07-08
MET001692,PROJ000201,Retention Rate,33.12,2024-11-18
MET001693,PROJ000224,Retention Rate,77.38,2025-10-29
MET001694,PROJ000072,Monthly Active Users,6.81,2026-01-28
MET001695,PROJ000242,Net Promoter Score,91.0,2024-12-16
MET001696,PROJ000027,Feature Adoption,35.26,2026-06-27
MET001697,PROJ000007,Monthly Active Users,94.8,2025-09-17
MET001698,PROJ000088,Average Response Time,65.77,2026-01-02
MET001699,PROJ000241,Average Response Time,90.12,2024-09-25
MET001700,PROJ000208,Retention Rate,57.75,2024-09-21
MET001701,PROJ000181,Retention Rate,66.73,2025-06-28
MET001702,PROJ000115,Bug Resolution Rate,80.24,2025-10-28
MET001703,PROJ000014,Net Promoter Score,62.65,2026-06-03
MET001704,PROJ000180,Sprint Velocity,82.46,2025-12-02
MET001705,PROJ000227,Deployment Frequency,4.46,2025-05-07
MET001706,PROJ000123,Sprint Velocity,71.6,2026-07-02
MET001707,PROJ000153,Bug Resolution Rate,98.17,2026-05-19
MET001708,PROJ000208,Monthly Active Users,17.12,2025-01-18
MET001709,PROJ000118,Monthly Active Users,14.13,2026-03-02
MET001710,PROJ000010,Deployment Frequency,90.34,2026-01-15
MET001711,PROJ000166,Retention Rate,59.57,2026-04-15
MET001712,PROJ000042,Sprint Velocity,65.42,2025-08-17
MET001713,PROJ000087,Customer Satisfaction,54.4,2025-04-17
MET001714,PROJ000153,Bug Resolution Rate,59.85,2025-03-22
MET001715,PROJ000243,Bug Resolution Rate,85.82,2024-10-27
MET001716,PROJ000202,Net Promoter Score,3.78,2026-02-10
MET001717,PROJ000078,Customer Satisfaction,59.78,2025-02-21
MET001718,PROJ000147,Monthly Active Users,90.25,2025-08-13
MET001719,PROJ000222,Monthly Active Users,13.1,2025-09-19
MET001720,PROJ000077,Feature Adoption,54.75,2026-05-26
MET001721,PROJ000065,Sprint Velocity,19.67,2025-02-02
MET001722,PROJ000005,Customer Satisfaction,45.35,2025-01-08
MET001723,PROJ000201,Deployment Frequency,53.44,2026-01-23
MET001724,PROJ000125,Net Promoter Score,0.04,2025-12-10
MET001725,PROJ000095,Deployment Frequency,23.51,2025-05-09
MET001726,PROJ000036,Monthly Active Users,34.31,2025-11-04
MET001727,PROJ000111,Bug Resolution Rate,97.24,2026-03-01
MET001728,PROJ000088,Bug Resolution Rate,40.9,2024-10-05
MET001729,PROJ000067,Feature Adoption,31.73,2024-11-09
MET001730,PROJ000143,Sprint Velocity,36.54,2026-04-14
MET001731,PROJ000232,Bug Resolution Rate,46.15,2025-05-11
MET001732,PROJ000036,Sprint Velocity,1.74,2025-12-16
MET001733,PROJ000125,Average Response Time,31.12,2026-07-03
MET001734,PROJ000093,Retention Rate,11.74,2025-06-13
MET001735,PROJ000125,Retention Rate,64.26,2025-07-29
MET001736,PROJ000052,Monthly Active Users,96.75,2024-07-23
MET001737,PROJ000163,Average Response Time,83.17,2026-02-01
MET001738,PROJ000134,Bug Resolution Rate,94.27,2024-09-06
MET001739,PROJ000081,Sprint Velocity,38.03,2025-04-26
MET001740,PROJ000250,Feature Completion,65.21,2024-08-02
MET001741,PROJ000140,Feature Adoption,18.36,2024-07-29
MET001742,PROJ000014,Retention Rate,76.48,2025-02-27
MET001743,PROJ000064,Sprint Velocity,22.49,2026-03-27
MET001744,PROJ000017,Monthly Active Users,53.74,2025-08-02
MET001745,PROJ000203,Retention Rate,68.37,2025-05-11
MET001746,PROJ000188,Feature Completion,10.47,2025-04-03
MET001747,PROJ000083,Monthly Active Users,92.54,2025-07-25
MET001748,PROJ000084,Feature Completion,44.23,2024-07-30
MET001749,PROJ000072,Sprint Velocity,81.81,2025-10-12
MET001750,PROJ000013,Net Promoter Score,84.27,2025-05-11
MET001751,PROJ000026,Retention Rate,86.53,2026-06-16
MET001752,PROJ000158,Customer Satisfaction,57.11,2026-04-28
MET001753,PROJ000200,Feature Adoption,55.83,2024-09-28
MET001754,PROJ000182,Sprint Velocity,53.34,2025-07-13
MET001755,PROJ000087,Deployment Frequency,81.04,2026-01-28
MET001756,PROJ000051,Feature Adoption,21.44,2024-11-25
MET001757,PROJ000117,Feature Adoption,36.05,2025-12-02
MET001758,PROJ000156,Retention Rate,40.01,2024-12-08
MET001759,PROJ000155,Average Response Time,34.39,2025-12-11
MET001760,PROJ000150,Monthly Active Users,6.58,2025-11-19
MET001761,PROJ000213,Sprint Velocity,45.73,2025-06-01
MET001762,PROJ000246,Deployment Frequency,13.63,2025-11-16
MET001763,PROJ000072,Net Promoter Score,60.7,2025-02-01
MET001764,PROJ000060,Deployment Frequency,88.08,2025-11-20
MET001765,PROJ000076,Sprint Velocity,23.68,2024-09-02
MET001766,PROJ000070,Deployment Frequency,84.58,2024-12-02
MET001767,PROJ000094,Feature Adoption,52.32,2024-11-10
MET001768,PROJ000039,Net Promoter Score,38.69,2025-05-16
MET001769,PROJ000077,Feature Adoption,98.4,2024-11-23
MET001770,PROJ000207,Feature Adoption,34.11,2025-08-06
MET001771,PROJ000156,Feature Completion,78.2,2025-08-14
MET001772,PROJ000188,Retention Rate,75.19,2024-09-08
MET001773,PROJ000163,Net Promoter Score,36.35,2026-03-30
MET001774,PROJ000151,Retention Rate,75.26,2025-11-26
MET001775,PROJ000068,Deployment Frequency,13.64,2025-08-09
MET001776,PROJ000250,Retention Rate,12.34,2025-01-18
MET001777,PROJ000127,Net Promoter Score,82.21,2026-04-02
MET001778,PROJ000216,Retention Rate,4.79,2026-04-19
MET001779,PROJ000101,Retention Rate,39.44,2026-01-17
MET001780,PROJ000171,Bug Resolution Rate,5.86,2025-05-03
MET001781,PROJ000122,Monthly Active Users,13.66,2025-11-15
MET001782,PROJ000237,Retention Rate,74.39,2026-07-12
MET001783,PROJ000078,Feature Completion,84.91,2026-02-25
MET001784,PROJ000020,Feature Adoption,25.16,2026-01-31
MET001785,PROJ000160,Deployment Frequency,17.65,2026-03-27
MET001786,PROJ000088,Retention Rate,6.77,2025-08-13
MET001787,PROJ000193,Customer Satisfaction,7.14,2025-09-16
MET001788,PROJ000182,Customer Satisfaction,89.91,2026-04-17
MET001789,PROJ000236,Net Promoter Score,3.44,2026-05-24
MET001790,PROJ000111,Bug Resolution Rate,50.65,2026-05-26
MET001791,PROJ000067,Deployment Frequency,41.44,2024-10-14
MET001792,PROJ000022,Average Response Time,96.69,2025-07-20
MET001793,PROJ000173,Average Response Time,32.24,2024-11-27
MET001794,PROJ000166,Deployment Frequency,23.4,2026-04-15
MET001795,PROJ000021,Retention Rate,99.95,2024-09-18
MET001796,PROJ000119,Average Response Time,59.78,2026-05-19
MET001797,PROJ000200,Deployment Frequency,96.17,2025-03-27
MET001798,PROJ000110,Feature Adoption,96.93,2026-02-06
MET001799,PROJ000218,Average Response Time,88.2,2024-11-08
MET001800,PROJ000106,Feature Adoption,64.87,2025-08-14
MET001801,PROJ000004,Retention Rate,32.37,2025-03-14
MET001802,PROJ000057,Deployment Frequency,11.5,2025-12-19
MET001803,PROJ000142,Average Response Time,98.49,2025-03-18
MET001804,PROJ000111,Net Promoter Score,94.69,2026-04-21
MET001805,PROJ000244,Feature Adoption,89.46,2025-12-10
MET001806,PROJ000190,Average Response Time,16.4,2025-05-26
MET001807,PROJ000031,Customer Satisfaction,65.33,2025-08-03
MET001808,PROJ000217,Deployment Frequency,92.55,2025-01-23
MET001809,PROJ000208,Retention Rate,1.08,2025-07-26
MET001810,PROJ000183,Feature Adoption,25.74,2025-05-20
MET001811,PROJ000213,Monthly Active Users,70.09,2024-09-10
MET001812,PROJ000182,Net Promoter Score,41.66,2025-08-31
MET001813,PROJ000043,Deployment Frequency,74.7,2025-10-16
MET001814,PROJ000137,Feature Completion,88.03,2026-03-02
MET001815,PROJ000028,Deployment Frequency,66.71,2025-04-05
MET001816,PROJ000007,Feature Completion,15.74,2026-04-08
MET001817,PROJ000040,Average Response Time,3.06,2024-09-17
MET001818,PROJ000114,Retention Rate,60.79,2026-01-26
MET001819,PROJ000156,Deployment Frequency,17.47,2025-08-08
MET001820,PROJ000109,Customer Satisfaction,55.72,2026-07-14
MET001821,PROJ000068,Net Promoter Score,69.28,2024-08-22
MET001822,PROJ000093,Feature Adoption,41.97,2024-12-15
MET001823,PROJ000058,Retention Rate,59.05,2026-06-28
MET001824,PROJ000085,Deployment Frequency,88.41,2024-12-07
MET001825,PROJ000173,Net Promoter Score,11.03,2024-10-01
MET001826,PROJ000233,Monthly Active Users,47.18,2025-01-26
MET001827,PROJ000091,Customer Satisfaction,48.96,2026-02-14
MET001828,PROJ000244,Average Response Time,95.45,2026-05-14
MET001829,PROJ000032,Sprint Velocity,62.01,2024-11-10
MET001830,PROJ000124,Bug Resolution Rate,20.1,2026-01-10
MET001831,PROJ000099,Net Promoter Score,67.54,2026-03-18
MET001832,PROJ000059,Sprint Velocity,69.12,2025-04-08
MET001833,PROJ000107,Customer Satisfaction,4.68,2026-06-13
MET001834,PROJ000048,Bug Resolution Rate,97.24,2025-10-28
MET001835,PROJ000176,Customer Satisfaction,86.15,2025-06-24
MET001836,PROJ000023,Average Response Time,30.95,2025-07-02
MET001837,PROJ000145,Bug Resolution Rate,71.21,2024-07-31
MET001838,PROJ000166,Bug Resolution Rate,10.27,2025-10-18
MET001839,PROJ000178,Sprint Velocity,71.3,2024-11-22
MET001840,PROJ000113,Customer Satisfaction,93.16,2025-05-01
MET001841,PROJ000122,Bug Resolution Rate,53.04,2025-09-28
MET001842,PROJ000034,Net Promoter Score,84.68,2025-11-28
MET001843,PROJ000176,Net Promoter Score,95.22,2026-01-16
MET001844,PROJ000084,Bug Resolution Rate,42.79,2025-06-02
MET001845,PROJ000193,Monthly Active Users,77.86,2026-02-20
MET001846,PROJ000092,Deployment Frequency,88.01,2025-10-16
MET001847,PROJ000028,Net Promoter Score,83.82,2025-08-04
MET001848,PROJ000051,Deployment Frequency,83.88,2025-02-20
MET001849,PROJ000050,Average Response Time,27.35,2025-06-05
MET001850,PROJ000194,Average Response Time,15.27,2025-09-15
MET001851,PROJ000064,Monthly Active Users,61.29,2025-09-10
MET001852,PROJ000053,Bug Resolution Rate,99.11,2026-01-01
MET001853,PROJ000109,Feature Adoption,81.04,2025-12-05
MET001854,PROJ000128,Deployment Frequency,28.17,2025-09-19
MET001855,PROJ000124,Deployment Frequency,39.6,2025-06-02
MET001856,PROJ000171,Net Promoter Score,19.09,2024-09-30
MET001857,PROJ000161,Bug Resolution Rate,98.7,2024-11-19
MET001858,PROJ000044,Feature Adoption,22.4,2024-08-29
MET001859,PROJ000115,Feature Adoption,49.63,2026-03-20
MET001860,PROJ000028,Deployment Frequency,45.46,2024-11-18
MET001861,PROJ000199,Deployment Frequency,25.69,2026-07-03
MET001862,PROJ000086,Retention Rate,73.32,2024-12-22
MET001863,PROJ000024,Customer Satisfaction,14.12,2024-07-27
MET001864,PROJ000074,Monthly Active Users,30.55,2024-07-29
